id,language_id,en,ru,accent,level,frequency_rank,rarity,register,ipa_uk,ipa_us,example,example_ru
1113,1,exciting,захватывающие,both,A2,4135,редкое,разговорная,/exciting/,/exciting/,I exciting every day.,Я захватывающие каждый день.
1114,1,look,смотреть,both,A2,445,не редкое,разговорная,/look/,/look/,This is a look.,Это смотреть.
1115,1,soil,почвы,both,A2,3174,редкое,разговорная,/soil/,/soil/,This is a soil.,Это почвы.
1116,1,outward,наружу,both,A2,15000,очень редкое,разговорная,/outward/,/outward/,This is a outward.,Это наружу.
1117,1,bring,принести,both,A2,1418,не редкое,разговорная,/bring/,/bring/,I bring every day.,Я принести каждый день.
1118,1,skill,умение,both,A2,4345,редкое,разговорная,/skill/,/skill/,This is a skill.,Это умение.
1119,1,west,Запад,both,A2,443,не редкое,разговорная,/west/,/west/,This is a west.,Это Запад.
1120,1,duty,обязанности,both,A2,2466,не редкое,разговорная,/duty/,/duty/,It is duty.,Это обязанности.
1121,1,expose,разоблачить,both,A2,15000,очень редкое,разговорная,/expose/,/expose/,This is a expose.,Это разоблачить.
1122,1,noble,благородный,both,A2,5156,редкое,разговорная,/noble/,/noble/,This is a noble.,Это благородный.
1123,1,posture,поза,both,A2,15000,очень редкое,официальная,/posture/,/posture/,This is a posture.,Это поза.
1124,1,lose,потерять,both,A2,3141,редкое,разговорная,/lose/,/lose/,I lose every day.,Я потерять каждый день.
1125,1,follower,последователь,both,A2,15000,очень редкое,разговорная,/follower/,/follower/,This is a follower.,Это последователь.
1126,1,distinction,различие,both,A2,8037,очень редкое,официальная,/distinction/,/distinction/,This is a distinction.,Это различие.
1127,1,brush,щетка,both,A2,6097,редкое,разговорная,/brush/,/brush/,This is a brush.,Это щетка.
1128,1,copper,медь,both,A2,4629,редкое,разговорная,/copper/,/copper/,This is a copper.,Это медь.
1129,1,diminish,уменьшить,both,A2,15000,очень редкое,разговорная,/diminish/,/diminish/,It is diminish.,Это уменьшить.
1130,1,sort,сортировать,both,A2,919,не редкое,разговорная,/sort/,/sort/,This is a sort.,Это сортировать.
1131,1,attachment,вложение,both,A2,4142,редкое,официальная,/attachment/,/attachment/,This is a attachment.,Это вложение.
1132,1,sensation,ощущение,both,A2,15000,очень редкое,официальная,/sensation/,/sensation/,This is a sensation.,Это ощущение.
1133,1,inside,внутри,both,A2,1086,не редкое,разговорная,/inside/,/inside/,This is a inside.,Это внутри.
1134,1,aspect,аспект,both,A2,4442,редкое,разговорная,/aspect/,/aspect/,This is a aspect.,Это аспект.
1135,1,stain,пятно,both,A2,15000,очень редкое,разговорная,/stain/,/stain/,This is a stain.,Это пятно.
1136,1,affinity,сродство,both,A2,15000,очень редкое,официальная,/affinity/,/affinity/,It is affinity.,Это сродство.
1137,1,slide,слайд,both,A2,3363,редкое,разговорная,/slide/,/slide/,This is a slide.,Это слайд.
1138,1,southern,Южный,both,A2,1593,не редкое,разговорная,/southern/,/southern/,This is a southern.,Это Южный.
1139,1,edge,края,both,A2,1939,не редкое,разговорная,/edge/,/edge/,This is a edge.,Это края.
1140,1,perception,восприятие,both,A2,7008,редкое,официальная,/perception/,/perception/,This is a perception.,Это восприятие.
1141,1,conclusion,заключение,both,A2,3994,редкое,официальная,/conclusion/,/conclusion/,This is a conclusion.,Это заключение.
1142,1,unequal,неравные,both,A2,15000,очень редкое,официальная,/unequal/,/unequal/,It is unequal.,Это неравные.
1143,1,priest,священник,both,A2,7610,редкое,разговорная,/priest/,/priest/,This is a priest.,Это священник.
1144,1,boiling,накипело,both,A2,15000,очень редкое,разговорная,/boiling/,/boiling/,I boiling every day.,Я накипело каждый день.
1145,1,steam,пара,both,A2,5621,редкое,разговорная,/steam/,/steam/,This is a steam.,Это пара.
1146,1,lord,господа,both,A2,1719,не редкое,разговорная,/lord/,/lord/,This is a lord.,Это господа.
1147,1,consent,согласие,both,A2,3536,редкое,разговорная,/consent/,/consent/,This is a consent.,Это согласие.
1148,1,float,поплавок,both,A2,6722,редкое,разговорная,/float/,/float/,This is a float.,Это поплавок.
1149,1,tincture,настойка,both,A2,15000,очень редкое,официальная,/tincture/,/tincture/,This is a tincture.,Это настойка.
1150,1,collection,коллекция,both,A2,741,не редкое,официальная,/collection/,/collection/,This is a collection.,Это коллекция.
1151,1,beak,клюв,both,A2,15000,очень редкое,разговорная,/beak/,/beak/,This is a beak.,Это клюв.
1152,1,rock,рок,both,A2,832,не редкое,разговорная,/rock/,/rock/,This is a rock.,Это рок.
1153,1,mine,шахты,both,A2,2745,не редкое,разговорная,/mine/,/mine/,Mine am here.,Шахты здесь.
1154,1,wearing,носить,both,A2,5218,редкое,разговорная,/wearing/,/wearing/,I wearing every day.,Я носить каждый день.
1155,1,decay,распад,both,A2,15000,очень редкое,разговорная,/decay/,/decay/,It is decay.,Это распад.
1156,1,moisture,влаги,both,A2,7542,редкое,официальная,/moisture/,/moisture/,This is a moisture.,Это влаги.
1157,1,stern,Штерн,both,A2,15000,очень редкое,разговорная,/stern/,/stern/,This is a stern.,Это Штерн.
1158,1,confine,ограничить,both,A2,15000,очень редкое,разговорная,/confine/,/confine/,This is a confine.,Это ограничить.
1159,1,average,средняя,both,A2,771,не редкое,разговорная,/average/,/average/,This is a average.,Это средняя.
1160,1,burn,сжечь,both,A2,4860,редкое,разговорная,/burn/,/burn/,This is a burn.,Это сжечь.
1161,1,scheme,схема,both,A2,2780,не редкое,разговорная,/scheme/,/scheme/,This is a scheme.,Это схема.
1162,1,pale,бледный,both,A2,9221,очень редкое,разговорная,/pale/,/pale/,This is a pale.,Это бледный.
1163,1,while,а,both,A2,307,не редкое,разговорная,/while/,/while/,This is a while.,Это а.
1164,1,declaration,декларации,both,A2,5152,редкое,официальная,/declaration/,/declaration/,This is a declaration.,Это декларации.
1165,1,contain,содержать,both,A2,2678,не редкое,разговорная,/contain/,/contain/,This is a contain.,Это содержать.
1166,1,plunder,разворовать,both,A2,15000,очень редкое,разговорная,/plunder/,/plunder/,This is a plunder.,Это разворовать.
1167,1,actual,фактическое,both,A2,1907,не редкое,официальная,/actual/,/actual/,It is actual.,Это фактическое.
1168,1,accent,акцент,both,A2,8768,очень редкое,разговорная,/accent/,/accent/,This is a accent.,Это акцент.
1169,1,mass,масса,both,A2,1994,не редкое,разговорная,/mass/,/mass/,This is a mass.,Это масса.
1170,1,equality,равенство,both,A2,6743,редкое,официальная,/equality/,/equality/,It is equality.,Это равенство.
1171,1,bladder,мочевого пузыря,both,A2,15000,очень редкое,разговорная,/bladder/,/bladder/,This is a bladder.,Это мочевого пузыря.
1172,1,young,молодой,both,A2,570,не редкое,разговорная,/young/,/young/,This is a young.,Это молодой.
1173,1,curve,кривая,both,A2,5651,редкое,разговорная,/curve/,/curve/,This is a curve.,Это кривая.
1174,1,intense,интенсивный,both,A2,7085,редкое,разговорная,/intense/,/intense/,This is a intense.,Это интенсивный.
1175,1,star,звезда,both,A2,638,не редкое,разговорная,/star/,/star/,This is a star.,Это звезда.
1176,1,loss,потери,both,A2,968,не редкое,разговорная,/loss/,/loss/,This is a loss.,Это потери.
1177,1,reading,чтение,both,A2,835,не редкое,разговорная,/reading/,/reading/,I reading every day.,Я чтение каждый день.
1178,1,spiral,спираль,both,A2,15000,очень редкое,официальная,/spiral/,/spiral/,It is spiral.,Это спираль.
1179,1,political,политические,both,A2,980,не редкое,официальная,/political/,/political/,It is political.,Это политические.
1180,1,assault,нападение,both,A2,6103,редкое,разговорная,/assault/,/assault/,This is a assault.,Это нападение.
1181,1,prospect,перспектива,both,A2,7840,редкое,разговорная,/prospect/,/prospect/,This is a prospect.,Это перспектива.
1182,1,tendency,тенденция,both,A2,15000,очень редкое,разговорная,/tendency/,/tendency/,It is tendency.,Это тенденция.
1183,1,remain,остаются,both,A2,2569,не редкое,разговорная,/remain/,/remain/,This is a remain.,Это остаются.
1184,1,made,сделал,both,A2,221,не редкое,разговорная,/made/,/made/,I made every day.,Я сделал каждый день.
1185,1,contraction,сокращение,both,A2,15000,очень редкое,официальная,/contraction/,/contraction/,This is a contraction.,Это сокращение.
1186,1,brain,мозг,both,A2,2365,не редкое,разговорная,/brain/,/brain/,This is a brain.,Это мозг.
1187,1,evolution,эволюция,both,A2,2987,не редкое,официальная,/evolution/,/evolution/,This is a evolution.,Это эволюция.
1188,1,experience,опыт,both,A2,565,не редкое,официальная,/experience/,/experience/,This is a experience.,Это опыт.
1189,1,further,далее,both,A2,721,не редкое,разговорная,/further/,/further/,This is a further.,Это далее.
1190,1,complex,комплекс,both,A2,1746,не редкое,разговорная,/complex/,/complex/,This is a complex.,Это комплекс.
1191,1,sponge,губка,both,A2,15000,очень редкое,разговорная,/sponge/,/sponge/,This is a sponge.,Это губка.
1192,1,worthless,негоже,both,A2,15000,очень редкое,официальная,/worthless/,/worthless/,It is worthless.,Это негоже.
1193,1,develop,развивать,both,A2,1474,не редкое,разговорная,/develop/,/develop/,This is a develop.,Это развивать.
1194,1,extent,степени,both,A2,3063,редкое,разговорная,/extent/,/extent/,This is a extent.,Это степени.
1195,1,except,за исключением,both,A2,1577,не редкое,разговорная,/except/,/except/,This is a except.,Это за исключением.
1196,1,payment,оплата,both,A2,538,не редкое,официальная,/payment/,/payment/,This is a payment.,Это оплата.
1197,1,election,выборы,both,A2,2179,не редкое,официальная,/election/,/election/,This is a election.,Это выборы.
1198,1,sometimes,иногда,both,A2,1725,не редкое,разговорная,/sometimes/,/sometimes/,This is a sometimes.,Это иногда.
1199,1,vision,видение,both,A2,1874,не редкое,официальная,/vision/,/vision/,This is a vision.,Это видение.
1200,1,screen,экран,both,A2,1045,не редкое,разговорная,/screen/,/screen/,This is a screen.,Это экран.
1201,1,seize,захватить,both,A2,15000,очень редкое,разговорная,/seize/,/seize/,This is a seize.,Это захватить.
1202,1,pain,боль,both,A2,1925,не редкое,разговорная,/pain/,/pain/,This is a pain.,Это боль.
1203,1,sufficient,достаточно,both,A2,3580,редкое,разговорная,/sufficient/,/sufficient/,This is a sufficient.,Это достаточно.
1204,1,dwelling,жилище,both,A2,15000,очень редкое,разговорная,/dwelling/,/dwelling/,I dwelling every day.,Я жилище каждый день.
1205,1,manage,управление,both,A2,2197,не редкое,разговорная,/manage/,/manage/,This is a manage.,Это управление.
1206,1,sensitive,чувствительный,both,A2,3790,редкое,официальная,/sensitive/,/sensitive/,It is sensitive.,Это чувствительный.
1207,1,hundred,сто,both,A2,3885,редкое,разговорная,/hundred/,/hundred/,I hundred every day.,Я сто каждый день.
1208,1,music,музыка,both,A2,129,не редкое,разговорная,/music/,/music/,It is music.,Это музыка.
1209,1,modern,современные,both,A2,1437,не редкое,разговорная,/modern/,/modern/,This is a modern.,Это современные.
1210,1,horizon,горизонт,both,A2,7432,редкое,разговорная,/horizon/,/horizon/,This is a horizon.,Это горизонт.
1211,1,town,город,both,A2,884,не редкое,разговорная,/town/,/town/,This is a town.,Это город.
1212,1,birth,рождения,both,A2,2203,не редкое,разговорная,/birth/,/birth/,This is a birth.,Это рождения.
1213,1,lime,извести,both,A2,9739,очень редкое,разговорная,/lime/,/lime/,This is a lime.,Это извести.
1214,1,appeal,обращение,both,A2,2818,не редкое,официальная,/appeal/,/appeal/,It is appeal.,Это обращение.
1215,1,kingdom,королевство,both,A2,983,не редкое,разговорная,/kingdom/,/kingdom/,This is a kingdom.,Это королевство.
1216,1,constitution,Конституции,both,A2,3597,редкое,официальная,/constitution/,/constitution/,This is a constitution.,Это Конституции.
1217,1,suspension,подвеска,both,A2,5010,редкое,официальная,/suspension/,/suspension/,This is a suspension.,Это подвеска.
1218,1,suffering,страдания,both,A2,5842,редкое,официальная,/suffering/,/suffering/,I suffering every day.,Я страдания каждый день.
1219,1,rich,богатый,both,A2,2151,не редкое,разговорная,/rich/,/rich/,This is a rich.,Это богатый.
1220,1,room,номер,both,A2,432,не редкое,разговорная,/room/,/room/,This is a room.,Это номер.
1221,1,collar,воротник,both,A2,7501,редкое,разговорная,/collar/,/collar/,This is a collar.,Это воротник.
1222,1,elevated,повышенные,both,A2,15000,очень редкое,разговорная,/elevated/,/elevated/,I elevated every day.,Я повышенные каждый день.
1223,1,prominent,Видное,both,A2,8412,очень редкое,официальная,/prominent/,/prominent/,This is a prominent.,Это Видное.
1224,1,coarse,грубая,both,A2,15000,очень редкое,разговорная,/coarse/,/coarse/,This is a coarse.,Это грубая.
1225,1,bent,Бент,both,A2,9869,очень редкое,разговорная,/bent/,/bent/,This is a bent.,Это Бент.
1226,1,descend,спуск,both,A2,15000,очень редкое,разговорная,/descend/,/descend/,This is a descend.,Это спуск.
1227,1,holding,холдинг,both,A2,3096,редкое,разговорная,/holding/,/holding/,I holding every day.,Я холдинг каждый день.
1228,1,treatise,трактат,both,A2,15000,очень редкое,разговорная,/treatise/,/treatise/,This is a treatise.,Это трактат.
1229,1,instruct,поручить,both,A2,15000,очень редкое,разговорная,/instruct/,/instruct/,This is a instruct.,Это поручить.
1230,1,perceive,воспринимать,both,A2,15000,очень редкое,официальная,/perceive/,/perceive/,It is perceive.,Это воспринимать.
1231,1,pointed,указал,both,A2,5737,редкое,разговорная,/pointed/,/pointed/,I pointed every day.,Я указал каждый день.
1232,1,sudden,внезапно,both,A2,7935,редкое,разговорная,/sudden/,/sudden/,This is a sudden.,Это внезапно.
1233,1,adjacent,рядом,both,A2,6179,редкое,разговорная,/adjacent/,/adjacent/,This is a adjacent.,Это рядом.
1234,1,formed,образуется,both,A2,3727,редкое,разговорная,/formed/,/formed/,I formed every day.,Я образуется каждый день.
1235,1,agree,согласен,both,A2,1722,не редкое,разговорная,/agree/,/agree/,This is a agree.,Это согласен.
1236,1,split,сплит,both,A2,3650,редкое,разговорная,/split/,/split/,This is a split.,Это сплит.
1237,1,license,лицензия,both,A2,933,не редкое,разговорная,/license/,/license/,This is a license.,Это лицензия.
1238,1,reflection,отражение,both,A2,7138,редкое,официальная,/reflection/,/reflection/,This is a reflection.,Это отражение.
1239,1,shut,закрыть,both,A2,5443,редкое,разговорная,/shut/,/shut/,This is a shut.,Это закрыть.
1240,1,dissolve,растворить,both,A2,15000,очень редкое,разговорная,/dissolve/,/dissolve/,This is a dissolve.,Это растворить.
1241,1,battery,аккумулятор,both,A2,1597,не редкое,разговорная,/battery/,/battery/,It is battery.,Это аккумулятор.
1242,1,variation,вариация,both,A2,5659,редкое,официальная,/variation/,/variation/,This is a variation.,Это вариация.
1243,1,start,начать,both,A2,473,не редкое,разговорная,/start/,/start/,I start every day.,Я начать каждый день.
1244,1,price,цена,both,A2,101,не редкое,разговорная,/price/,/price/,This is a price.,Это цена.
1245,1,load,нагрузки,both,A2,2118,не редкое,разговорная,/load/,/load/,This is a load.,Это нагрузки.
1246,1,necessity,необходимость,both,A2,9197,очень редкое,официальная,/necessity/,/necessity/,It is necessity.,Это необходимость.
1247,1,coming,ближайшие,both,A2,1144,не редкое,разговорная,/coming/,/coming/,I coming every day.,Я ближайшие каждый день.
1248,1,vehicle,автомобиль,both,A2,1518,не редкое,разговорная,/vehicle/,/vehicle/,This is a vehicle.,Это автомобиль.
1249,1,axis,оси,both,A2,5219,редкое,разговорная,/axis/,/axis/,This is a axis.,Это оси.
1250,1,sweep,развертки,both,A2,15000,очень редкое,разговорная,/sweep/,/sweep/,This is a sweep.,Это развертки.
1251,1,wall,стены,both,A2,1368,не редкое,разговорная,/wall/,/wall/,This is a wall.,Это стены.
1252,1,sustain,поддерживать,both,A2,15000,очень редкое,разговорная,/sustain/,/sustain/,This is a sustain.,Это поддерживать.
1253,1,vote,голосование,both,A2,1395,не редкое,разговорная,/vote/,/vote/,This is a vote.,Это голосование.
1254,1,driving,вождение,both,A2,2008,не редкое,разговорная,/driving/,/driving/,I driving every day.,Я вождение каждый день.
1255,1,breed,порода,both,A2,7389,редкое,разговорная,/breed/,/breed/,I breed every day.,Я порода каждый день.
1256,1,prepared,подготовлены,both,A2,2426,не редкое,разговорная,/prepared/,/prepared/,I prepared every day.,Я подготовлены каждый день.
1257,1,anterior,кпереди,both,A2,15000,очень редкое,разговорная,/anterior/,/anterior/,This is a anterior.,Это кпереди.
1258,1,saddle,седло,both,A2,15000,очень редкое,разговорная,/saddle/,/saddle/,This is a saddle.,Это седло.
1259,1,pride,гордость,both,A2,4651,редкое,разговорная,/pride/,/pride/,This is a pride.,Это гордость.
1260,1,divinity,божественность,both,A2,15000,очень редкое,официальная,/divinity/,/divinity/,It is divinity.,Это божественность.
1261,1,aromatic,ароматические,both,A2,15000,очень редкое,разговорная,/aromatic/,/aromatic/,It is aromatic.,Это ароматические.
1262,1,lively,живой,both,A2,15000,очень редкое,разговорная,/lively/,/lively/,Please do it lively.,"Пожалуйста, сделай это живой."
1263,1,foundation,фонд,both,A2,1246,не редкое,официальная,/foundation/,/foundation/,This is a foundation.,Это фонд.
1264,1,dark,темный,both,A2,1630,не редкое,разговорная,/dark/,/dark/,This is a dark.,Это темный.
1265,1,continued,продолжение,both,A2,1992,не редкое,разговорная,/continued/,/continued/,I continued every day.,Я продолжение каждый день.
1266,1,derivative,производные,both,A2,15000,очень редкое,официальная,/derivative/,/derivative/,It is derivative.,Это производные.
1267,1,minor,незначительные,both,A2,2651,не редкое,разговорная,/minor/,/minor/,This is a minor.,Это незначительные.
1268,1,nation,народ,both,A2,1837,не редкое,официальная,/nation/,/nation/,This is a nation.,Это народ.
1269,1,conveyance,перевозки,both,A2,15000,очень редкое,официальная,/conveyance/,/conveyance/,This is a conveyance.,Это перевозки.
1270,1,utterance,высказывания,both,A2,15000,очень редкое,официальная,/utterance/,/utterance/,This is a utterance.,Это высказывания.
1271,1,legal,юридическое,both,A2,545,не редкое,официальная,/legal/,/legal/,It is legal.,Это юридическое.
1272,1,mistress,хозяйка,both,A2,7594,редкое,разговорная,/mistress/,/mistress/,This is a mistress.,Это хозяйка.
1273,1,corner,угол,both,A2,2198,не редкое,разговорная,/corner/,/corner/,This is a corner.,Это угол.
1274,1,rent,аренда,both,A2,1627,не редкое,разговорная,/rent/,/rent/,This is a rent.,Это аренда.
1275,1,occupation,занятие,both,A2,4530,редкое,официальная,/occupation/,/occupation/,This is a occupation.,Это занятие.
1276,1,reputation,Репутация,both,A2,5645,редкое,официальная,/reputation/,/reputation/,This is a reputation.,Это Репутация.
1277,1,sail,парус,both,A2,9653,очень редкое,разговорная,/sail/,/sail/,This is a sail.,Это парус.
1278,1,taking,принимая,both,A2,1141,не редкое,разговорная,/taking/,/taking/,I taking every day.,Я принимая каждый день.
1279,1,grass,трава,both,A2,5061,редкое,разговорная,/grass/,/grass/,This is a grass.,Это трава.
1280,1,crescent,полумесяц,both,A2,15000,очень редкое,разговорная,/crescent/,/crescent/,This is a crescent.,Это полумесяц.
1281,1,mistake,ошибка,both,A2,5741,редкое,разговорная,/mistake/,/mistake/,This is a mistake.,Это ошибка.
1282,1,dull,скучно,both,A2,15000,очень редкое,разговорная,/dull/,/dull/,This is a dull.,Это скучно.
1283,1,mode,режим,both,A2,1191,не редкое,разговорная,/mode/,/mode/,This is a mode.,Это режим.
1284,1,visible,видно,both,A2,4361,редкое,разговорная,/visible/,/visible/,This is a visible.,Это видно.
1285,1,precious,драгоценные,both,A2,6324,редкое,официальная,/precious/,/precious/,It is precious.,Это драгоценные.
1286,1,undergo,пройти,both,A2,15000,очень редкое,разговорная,/undergo/,/undergo/,This is a undergo.,Это пройти.
1287,1,toward,к,both,A2,2620,не редкое,разговорная,/toward/,/toward/,This is a toward.,Это к.
1288,1,engraving,гравировка,both,A2,15000,очень редкое,официальная,/engraving/,/engraving/,I engraving every day.,Я гравировка каждый день.
1289,1,moving,переезд,both,A2,1585,не редкое,разговорная,/moving/,/moving/,I moving every day.,Я переезд каждый день.
1290,1,list,список,both,A2,107,не редкое,официальная,/list/,/list/,This is a list.,Это список.
1291,1,currency,Валюта,both,A2,1900,не редкое,разговорная,/currency/,/currency/,It is currency.,Это Валюта.
1292,1,port,порт,both,A2,1031,не редкое,разговорная,/port/,/port/,This is a port.,Это порт.
1293,1,wicked,злой,both,A2,8358,очень редкое,разговорная,/wicked/,/wicked/,I wicked every day.,Я злой каждый день.
1294,1,vein,вены,both,A2,15000,очень редкое,разговорная,/vein/,/vein/,This is a vein.,Это вены.
1295,1,only,только,both,A2,65,не редкое,разговорная,/only/,/only/,Please do it only.,"Пожалуйста, сделай это только."
1296,1,membrane,мембрана,both,A2,6413,редкое,разговорная,/membrane/,/membrane/,This is a membrane.,Это мембрана.
1297,1,towards,к,both,A2,2175,не редкое,разговорная,/towards/,/towards/,This is a towards.,Это к.
1298,1,dispose,распоряжаться,both,A2,15000,очень редкое,разговорная,/dispose/,/dispose/,This is a dispose.,Это распоряжаться.
1299,1,wound,раны,both,A2,9009,очень редкое,разговорная,/wound/,/wound/,This is a wound.,Это раны.
1300,1,rapid,быстрое,both,A2,3774,редкое,разговорная,/rapid/,/rapid/,This is a rapid.,Это быстрое.
1301,1,hook,крюк,both,A2,5551,редкое,разговорная,/hook/,/hook/,This is a hook.,Это крюк.
1302,1,seat,место,both,A2,2718,не редкое,разговорная,/seat/,/seat/,This is a seat.,Это место.
1303,1,bargain,торг,both,A2,3663,редкое,разговорная,/bargain/,/bargain/,This is a bargain.,Это торг.
1304,1,copy,копия,both,A2,1012,не редкое,разговорная,/copy/,/copy/,It is copy.,Это копия.
1305,1,sink,раковина,both,A2,7139,редкое,разговорная,/sink/,/sink/,This is a sink.,Это раковина.
1306,1,partially,частично,both,A2,7741,редкое,официальная,/partially/,/partially/,Please do it partially.,"Пожалуйста, сделай это частично."
1307,1,otherwise,в противном случае,both,A2,1537,не редкое,разговорная,/otherwise/,/otherwise/,This is a otherwise.,Это в противном случае.
1308,1,overcome,преодолеть,both,A2,7453,редкое,разговорная,/overcome/,/overcome/,This is a overcome.,Это преодолеть.
1309,1,stalk,сталк,both,A2,15000,очень редкое,разговорная,/stalk/,/stalk/,This is a stalk.,Это сталк.
1310,1,feel,чувствую,both,A2,869,не редкое,разговорная,/feel/,/feel/,I feel every day.,Я чувствую каждый день.
1311,1,corn,кукуруза,both,A2,5796,редкое,разговорная,/corn/,/corn/,This is a corn.,Это кукуруза.
1312,1,trumpet,труба,both,A2,15000,очень редкое,разговорная,/trumpet/,/trumpet/,This is a trumpet.,Это труба.
1313,1,true,правда,both,A2,827,не редкое,разговорная,/true/,/true/,This is a true.,Это правда.
1314,1,courage,мужество,both,A2,8493,очень редкое,разговорная,/courage/,/courage/,This is a courage.,Это мужество.
1315,1,grand,Гранд,both,A2,1442,не редкое,разговорная,/grand/,/grand/,This is a grand.,Это Гранд.
1316,1,carrying,проведение,both,A2,4230,редкое,разговорная,/carrying/,/carrying/,I carrying every day.,Я проведение каждый день.
1317,1,connection,подключение,both,A2,1322,не редкое,официальная,/connection/,/connection/,This is a connection.,Это подключение.
1318,1,coast,побережье,both,A2,1714,не редкое,разговорная,/coast/,/coast/,This is a coast.,Это побережье.
1319,1,successive,последовательные,both,A2,15000,очень редкое,официальная,/successive/,/successive/,It is successive.,Это последовательные.
1320,1,stay,остановиться,both,A2,997,не редкое,разговорная,/stay/,/stay/,It is stay.,Это остановиться.
1321,1,painful,больно,both,A2,9261,очень редкое,разговорная,/painful/,/painful/,It is painful.,Это больно.
1322,1,lost,потеряли,both,A2,1075,не редкое,разговорная,/lost/,/lost/,I lost every day.,Я потеряли каждый день.
1323,1,advocate,адвокат,both,A2,7358,редкое,разговорная,/advocate/,/advocate/,This is a advocate.,Это адвокат.
1324,1,king,король,both,A2,1008,не редкое,разговорная,/king/,/king/,I king every day.,Я король каждый день.
1325,1,motive,мотив,both,A2,15000,очень редкое,официальная,/motive/,/motive/,It is motive.,Это мотив.
1326,1,velocity,скорость,both,A2,6462,редкое,официальная,/velocity/,/velocity/,It is velocity.,Это скорость.
1327,1,expansion,расширение,both,A2,3524,редкое,официальная,/expansion/,/expansion/,This is a expansion.,Это расширение.
1328,1,margin,маржа,both,A2,6063,редкое,разговорная,/margin/,/margin/,This is a margin.,Это маржа.
1329,1,dance,танец,both,A2,1612,не редкое,официальная,/dance/,/dance/,This is a dance.,Это танец.
1330,1,track,трек,both,A2,698,не редкое,разговорная,/track/,/track/,This is a track.,Это трек.
1331,1,independent,независимые,both,A2,1260,не редкое,разговорная,/independent/,/independent/,This is a independent.,Это независимые.
1332,1,north,север,both,A2,325,не редкое,разговорная,/north/,/north/,This is a north.,Это север.
1333,1,bore,зануда,both,A2,15000,очень редкое,разговорная,/bore/,/bore/,This is a bore.,Это зануда.
1334,1,theory,теория,both,A2,1639,не редкое,разговорная,/theory/,/theory/,It is theory.,Это теория.
1335,1,wanting,желая,both,A2,7566,редкое,разговорная,/wanting/,/wanting/,I wanting every day.,Я желая каждый день.
1336,1,seed,семян,both,A2,3970,редкое,разговорная,/seed/,/seed/,I seed every day.,Я семян каждый день.
1337,1,arch,арка,both,A2,6078,редкое,разговорная,/arch/,/arch/,This is a arch.,Это арка.
1338,1,composite,композитный,both,A2,6342,редкое,официальная,/composite/,/composite/,This is a composite.,Это композитный.
1339,1,leaf,лист,both,A2,4972,редкое,разговорная,/leaf/,/leaf/,This is a leaf.,Это лист.
1340,1,comparison,сравнение,both,A2,2235,не редкое,разговорная,/comparison/,/comparison/,This is a comparison.,Это сравнение.
1341,1,soul,душа,both,A2,2382,не редкое,разговорная,/soul/,/soul/,This is a soul.,Это душа.
1342,1,poor,бедный,both,A2,1701,не редкое,разговорная,/poor/,/poor/,This is a poor.,Это бедный.
1343,1,calendar,календарь,both,A2,787,не редкое,разговорная,/calendar/,/calendar/,This is a calendar.,Это календарь.
1344,1,death,смерть,both,A2,963,не редкое,разговорная,/death/,/death/,This is a death.,Это смерть.
1345,1,satisfy,удовлетворить,both,A2,6603,редкое,разговорная,/satisfy/,/satisfy/,It is satisfy.,Это удовлетворить.
1346,1,artificial,искусственный,both,A2,5853,редкое,официальная,/artificial/,/artificial/,It is artificial.,Это искусственный.
1347,1,statement,заявление,both,A2,792,не редкое,официальная,/statement/,/statement/,This is a statement.,Это заявление.
1348,1,such,такие,both,A2,144,не редкое,разговорная,/such/,/such/,This is a such.,Это такие.
1349,1,reward,награда,both,A2,7346,редкое,разговорная,/reward/,/reward/,This is a reward.,Это награда.
1350,1,travel,путешествия,both,A2,219,не редкое,разговорная,/travel/,/travel/,This is a travel.,Это путешествия.
1351,1,likeness,подобие,both,A2,15000,очень редкое,официальная,/likeness/,/likeness/,This is a likeness.,Это подобие.
1352,1,reserve,резерв,both,A2,2248,не редкое,разговорная,/reserve/,/reserve/,This is a reserve.,Это резерв.
1353,1,restraint,сдержанность,both,A2,15000,очень редкое,официальная,/restraint/,/restraint/,This is a restraint.,Это сдержанность.
1354,1,intellect,интеллект,both,A2,15000,очень редкое,официальная,/intellect/,/intellect/,This is a intellect.,Это интеллект.
1355,1,courtesy,вежливость,both,A2,5701,редкое,разговорная,/courtesy/,/courtesy/,It is courtesy.,Это вежливость.
1356,1,cold,холодная,both,A2,1971,не редкое,разговорная,/cold/,/cold/,This is a cold.,Это холодная.
1357,1,delay,задержка,both,A2,3415,редкое,разговорная,/delay/,/delay/,It is delay.,Это задержка.
1358,1,describe,описать,both,A2,3087,редкое,разговорная,/describe/,/describe/,This is a describe.,Это описать.
1359,1,idea,идея,both,A2,1230,не редкое,разговорная,/idea/,/idea/,This is a idea.,Это идея.
1360,1,fight,бой,both,A2,2554,не редкое,разговорная,/fight/,/fight/,This is a fight.,Это бой.
1361,1,reasoning,рассуждения,both,A2,8817,очень редкое,официальная,/reasoning/,/reasoning/,I reasoning every day.,Я рассуждения каждый день.
1362,1,central,Центральный,both,A2,684,не редкое,официальная,/central/,/central/,It is central.,Это Центральный.
1363,1,partition,раздел,both,A2,8156,очень редкое,официальная,/partition/,/partition/,This is a partition.,Это раздел.
